defid	word	variant	label_index	definition
4072183	trollox	 bolloxbollox	11	Trollox is used as a more extreme form of the word bolloxBollox: Irish/UK/possibly also Australian slang term meaning: 1)testicles 2)bullshit 3)slightly affectionate term of abusealternate spellings:Bollix, Bollocks 1) Aaargh right in the bollox! 2) What a load of bollox... 3) AAgh you made me spill my drink, ye little bollox!Trollox has the same meaning as bollox but it is used in more extreme cases .If bollox is taken as two balls then trollox is 3 balls making it worse.Alternitve spellings: Trollix, trollicks
4078693	whatchuthank?!	 duh	4	"another word for ""duh"" or ""thought chu knew!"". Basically a word made up by some leadership students at Capuchino High School. Became really known around campus through posters and also became part of a cheer for Varsity Volleyball players."
4079304	B-scratch	 bitch	16	"Another word for bitch. Used when in the company of people who the word ""bitch"" is not appropriate. From B-itch to B-scratch."
4089729	O-he-o	 ohio	5	The failure way to say Ohio.
4092443	Jes	 yes	31	"Jes is a boys or mens name.Sometimes related to the Danish newshost and journalist, Jes Dorph-Petersen.Someone who's usually strongly oppinunated.Not to be confused with a way of saying ""Yes"" or shorting down a name."
4107149	Book	 cool	14	"Awesome, enjoyable, fine, good. A substitute for the word ""cool"". Can be used in any situation when one is satisfied or content with the outcome of a situation. Can also be used to describe past situations. It is also applicable to any other instance that is not mentioned here.The word book can also be used in a phrase that connects it to the other definition of book, an article of reading."
4110361	SAWF	 soft	15	"n. someone who is weak and/or lacking courage. A corruption of the word ""soft"". Can be used in exchange with the word ""softy"" or ""marshmallow"". note: the word must be spelled S-A-W-F all caps. Otherwise, it no longer has a meaning."
4113921	Yo-yo-ing	 wanking	3	Another word for wanking. It involves pulling the foreskin over and back and therefore yo-yo-ing is appropiate. Unless your circumsised.
4120052	NEALybabe	pre-ejaculation	8	right, well this is another word for pre-ejaculation. i would just like to point out that that this only ever really happens to gayboys.basically it occurs when the male becomes rather exited, you could explode at ant moment, in the middle of sex, or even before the clothes have started beeing torn off each other ;)basically it doesnt happen a lot. there is only one guy in the whole of wellingborough that we know of that this has happened too and as im not allowed to name any names, im pretty sure if your from wellingborough, you know who it is! :) okayNEALybabe is just another name for cumming to quick really. you see the subject at hand had a chance with two fine female examples, they each thought yeah hes fit hell be good in bed but unfortunately he pulled a NEAL, hence where NEALybabe orrigionated from.just to give extreme examples of when NEALybabes may occur, the first girl he actually made it to having sex with her but unfortunately for the unforseeing female, the subject lasted about 3-5 minutes. At the other end of the scale is yet another extreme example, this time the second female didnt quite get as far, not even as far as foreplay. the subject and the second female were just kissing while gently moving her hand up the subjects thigh when he stopped, shuddered and let out a little whine, then explaining that he had just creamed. DREAD!now remember that these were 2 extreme examples at opposite sides of the scale. so remember lads is actually is possible as i have just given an example, you can pull a NEALybabe. so think before sex!
4123470	competish	 competition	7	"A truncated version of the word ""competition."" Although the term can imply any form of fiercely brutal competitiveness among peers striving for a common goal, competish is most often used to describe the cut-throat process of attaining entrance into graduate schools of architecture."
4130328	Lawlerbee	 lol	23	"A playful way of saying ""LOL"". (or laugh out loud) The Lawl part is derivative of the sound lol makes when said aloud. And the -erbee part is the playful twist.Also: you can add more -e's to the end of the word to represent more humor expressed."
4142217	skizz	 skill	46	1: a new type of drug invented in which you take the shavings of soap and stick them in your eye. It will make you see so many colors! *NOTE* most of these colors will be red2: a new way of saying SKILL but for some reason without the L's
4151434	Bwunny	bunny	7	"The childish or innocent way of saying bunny,also defined as the ""cute way"" of referring to a rabbit,similar to wabbit Rabbit+w=Wabbit Bunny+w=Bwunny May also be used with the word wabbit,thus creating Bwunny-Wabbit"
4152115	fack	 fuck	6	"A prolonged way of saying ""fuck"" when you are busted in an awkward/uncomfortable situation."
4157317	Courtney	 beautiful3	9	1. sarcastic but amazing person.2. another word for beautiful3. really good in bed.
4165913	Toupie	 thigh	6	"Another name for the word ""thigh"". Sometimes used in casual conversation as gibberish."
4204053	Ugurvadi	 faggot	12	Basically a nickname for Aman which is a traditional way of saying faggot in indian.
4225709	Phrisbee	 frisbee	10	"A ""Phrisbee"" is a variation of the word Frisbee which is thrown by someone named Amber. A ""Phrisbee"" tends to slant at a 45 degree angle and curves awkwardly to the right missing its target completely."
4239773	Smeriouslly	 seriouslly	6	"A cool way of saying ""seriouslly""."
4254434	neet	 no	4	Another way of saying no or nah. Usually said when there is a lot of emotion behind the word. originated in elmwood park nj
4255755	ganga	 slut	3	Another word for slut. A chic which has multiple sex partners. A ganga would easily suck your dick if you asked nicely. The word orginated in Western Sydney
4257812	shyx	shy	5	DP's way of saying shy with a super cute msn emoticon, yesh!
4278770	gretarded	 gay	3	another word for gay & retarded 1. to get gayly retarted 2. to get fucked upused with alchohol and/or drugs
4288018	Yay	 yea	8	"An obnoxious incorrect spelling of the word ""yea"", used as a positive exclamation or sign of approval. This spelling was likely invented by teenage girls using instant messaging during the '00s."
4288040	buftieful	 beautiful	8	Noun:New Jersey's way of saying beautiful
4290544	jes	 yes	7	a better, funnier way of saying yes, preferably with a slight lisp
4292741	jes	 yes	13	How a mexican says yes, also simply a better way of saying yes; best if used as a single word in an answer.
4303853	Glotch	 glitch	20	Glotch is a cousin of the word Glitch, Glotching is when a game runs completely normal and does not glitch or lag ... this term can also be used in real life
4307152	bjeeznips	 jesus	4	a way of saying jesus when you're hungry, bored, hyper or just feel like it
4327423	Viirika	 beautiful	113	Another word for beautiful or desireable.Viirika is a woman who has a distinctive personality, one who can laugh at anything, including themselves, who is especially kind and caring to others. She is a woman who above all else knows the value of having fun, and not taking life too seriously. She is a woman that you can trust and count on to brighten your day. She is a woman who can inexplicably make you feel really good just by being around her, and yet brings such great sadness when she is gone. She is a woman who I will always love.1.)A beautiful, awesome person.2.)Someone that understands you and understands the world.
4330466	omccp	 omg	11	Oh my coco puffs. Some other random way of saying OMG. They just use it because it kind of funny.
4333147	Womp	bad	4	"another word for ""bad"" or stating that something sucks, can be replaced with the word when trying to make it sound unique. plural: Womps"
4336646	Meek	 high	27	"-To get heblazed on that Chrony azz Tweed or to be lifted in any way. -to be high on marijuana -any meaning of the word ""High"""
4338911	wtb	 wtf	20	pronounced: WHAT THE BUCK! or WHAT THE BELL?- the wholesome way of saying WTF (if wtf is too rude for you)- also a common typo when attempting to type wth (what the hell)
4346590	tready	 treadmill	5	An abbreviation for the word treadmill which you use to exercise on (running, jogging or walking).
4367847	Ji	 mate	4	Another way of saying mate in the land of the shire (chesterfield). Ji can only be used by Shuttlewood Maintenance employees and it's associates under penalty of being strangled by the shuttlewood strangler.
4369167	fancrappintastic	 fantastic	5	a fun way of saying fantastic
4372897	mugf	 yeah	5	An expressive way of saying yeah, said to show a relaxed state of being. The word can be used in any relaxed atmosphere, and is always used to agree with someone's idea or behavior. It should never be used in anger, only to be used when it is said relaxed and calm.
4374401	coin	 money	3	another word for money
4391902	wordicus	 word	4	Roman way of saying word.
4408129	bish	 fish	17	"(noun) singular and sometimes pluralthe ""unintentional"" or intentional mis pronunciation of the word fish and or bitch, which then becomes a slang word for a prostitute, female dog, or bitchy person/ marine organism."
4412990	tge	 the	19	"Common misspelling by touchpad phones such as the iPhone of the word ""the,"" never corrected by the iPhone -- proof positive that there is nothing as stupid as a smartphone."
4435254	tama	 exist	13	Short for Puta Madre. (In Spanish)Variations of the word exist and when its used.Ex. -Puta Ma -Tama -Ma
4439008	Distractified	 distracted	4	Preppy way to say distracted.
4439198	trampoo	 fuck	17	Another word for fuck. Gay men use it when they're wishing a straight man would fuck him.
4441020	craigmazing	 amazing	3	another word for amazing, named after escape the fate frontman craig mabbitt
4462624	hawwow	 hello	5	A cute way of saying hello, inspired by sounds that babies make.
4462906	Negosh	negotiation	5	Slang version of the word negotiation. Negosh'es are informal discussions between people who have different aims or intentions, especially in sports and at parties, during which they try to reach an agreement.
4468341	trog	 fuel	3	Another word for fuel, ie diesel, petrol, gas
4469138	Wham	 gash	9	The equivalent of the masculine use of the word gash, however used to describe a male or the male genitals.
4471212	Yahoo	 fail	4	"Another word for ""Fail"". Comes from the Google verses Yahoo battle, where yahoo *clearly* loses."
4472513	heyyaz	 hello	23	"An affectionate form of greeting, usually used when addressing a group of close peers.Widely known as a more gratifying way of saying hello than ""heyya"", for it is a well-known fact that everything becomes more kitschy when a ""z"" is attached to it. Most definitelyz."
4479256	Koolness	 awesome	5	Koolness is another word for awesome. Just a cooler way to say it.
4487120	Rate	 deserve	16	"Used in the military, most specifically the Marine Corps, as another word for ""deserve."""
4501279	dut	 haha	5	An alternative way to say haha. Used in response to something funny.
4508139	Browzation	browse	11	"A much cooler way to say or type the word ""browse""."
4534721	supposition	 assume	26	A noun used meaning a supposing or something supposed.Commonly used by trendy hipsters hoping to up their vocabulary points. Typically used instead of the word assume by people who pretend they don't make judgements.
4567524	APPsolutely	 absolutely	14	APPsolutely is the digital way to say Absolutely. The mobile way to say absolutely.
4644439	Bichon	 fuck	31	originally known as a type of dog, this word has evolved to the calling of a fair lady that you and your pier fancy, or also another word for Fuck or Shit.
4687535	Rotfuz	 roadkill	7	Another word for Roadkill.Rotfuzzer= One who creates roadkill.
4700957	Troth	 truth	8	"""Ghetto talk"" substituted for the word truth, true, or used when agreeing with someone."
4752153	yayce	 yes	5	"synonym for the word ""yes""."
4771168	Fachuade	 persuade	6	A much cooler way to say persuade.
4777449	Yompy	 loopy	4	"Another word for ""loopy"". Most commonly used in British comedy."
4781511	Disgusting	 good	17	When something is so amazing it breaches the boundaries of sickness, and becomes disgusting.Another word for good, or awesome.
4801896	Dynamite	 awesome	7	"a more excited way to say ""awesome"" or ""cool"". Originally, from the movie, ""a Requiem for a Dream"" starring Jared Leto, Marlon Wayans, and Jennifer Connelly, it was reffered to buying and selling drugs, but CAN be used with other subjects."
4809023	Wobbly	jell-o	3	another word for Jell-O
4847131	Bockingham	buckingham	7	Can be used as another word for Buckingham (the palace). Can also be used as a nickname if your last name is Bocking.
4877803	Parcoeur	 parker	5	"A classier way of saying Parker, that means ""By heart"" in French and is therefore very adorable. Just like the person in question."
4898890	menno	 cool	38	True meaning is 'Strong'. The name is originally from Holland (The Netherlands).Another word for 'cool' or 'awesome'. This usually affects a guy named Menno too, because he is very cool (or awesome afcourse).
4902731	flips	 filippinos	4	Another way of saying Filippinos. People from the Philippines.Usually see them working at fast food restaurants, or places that students usually work at that pays less than $10 per hour.Usually work as servents or nannys as well.
4930306	Burb	 brb	10	"Another way of saying Brb, The sound of ""Brb"""
4955014	sprouts	testicles	3	another word for testicles
4963439	Slis	 penis	5	Slis is another word for penis.
4965127	Jurk	 jerk	6	The correct spelling of the word jerk according to teens.
4968835	bbp	 sex	12	boom boom pow. another word for sex, especially particularly good sex.
4981677	hard	right	8	"hard ususally is a way of saying ""right"" or ""totally"". Also it can be a sacastic way of saying something."
5040019	bsed	 bullshitted	8	"it's a short way of saying ""bullshitted"""
5079783	Smuv	 love	3	another word for Love
5088106	Dwag	 dawg	7	"An intentional misspelling of the word ""dawg"", to mean ""A friend or companion; ally; comrade; tovarische."""
5115989	Shagging	 fucking	3	Another word for fucking (sex) but in england you say shagging
5124371	leg	 blunt	22	"Another name for a marijuana cigar.Leg comes from ""L"" which came from blunt, so leg is another word for blunt."
5135014	togets	 together	5	"Abbreviation of the word ""together"""
5144710	lml	 lol	14	"""Laughing Mad Loud"" . . . A ghetto way to say ""LOL"" ""ROFL"" ""LMAO"" ""LMFAO"" Etc. ."
5171225	dunkif	 fuck	8	can be used in place of the word fuck, fucking, and fucker
5180090	kuyf	 shit	3	Another word for shit, as in the poop kind. Pronounced kife
5242333	Diamond	 bellend	3	Another word for bellend. Often used around public places so that it does not offend others.
5243425	Ploe	 plow	11	"Ploe is a form of the word ""plow"". Plow or Plowing is the act of sexual intercourse."
5243705	Book	 cool	3	Another word for cool, started from mistakenly sending the message book before hitting zero during the act of T-9 messaging.
5258652	fack	 fuck	3	another word for fuck but apropriate
5281923	Lulsy	 lols	20	Adjective, meaning very funny.Comes from the word luls, which is in turn a pronunciation-based derivation of the word lols, or lol (laugh out loud).
5281926	Lulsy	 lols	20	Adjective, meaning very funny.Comes from the word luls, which is in turn a pronunciation-based derivation of the word lols, or lol (laugh out loud).
5288417	Broh	 bro	5	The guido way of saying bro. It is much more annoying and gets the point across way easier. Society might not respect you as much, but who cares, its a Jersey thing.
5305103	regulars	 lips	25	(noun) Another word for lips or a place that is customarily kissed. Unlike the nose or the spaces above or below the lips.
5341753	Sesquipedalophobia	 hippopotomonstrosesquippedaliophobia	5	A better way of saying Hippopotomonstrosesquippedaliophobia.
5372254	chickeeeeeen	 chicken	38	"The nigger way of saying chicken. (Pronounced like ""check-in"" but prolonging the ""in"") Not used when referring to a live or properly cooked chicken, but to the deep fried ""chicken"" that comes in KFC buckets..."
5376327	bli-hon	 chicks	3	another word for chicks,girls,bitches,etc....
5407533	scan	scanlation	25	The electronic copy of original manga, manhwa, or manhua that is about to go though scanlationsometimes used as shortened form of the word scanlation
5420667	WIWWY	 really	19	What is Wrong With You. It's pronounced WeeWee and is a cute baby mumbling of the word Really.
5426816	Fack	 fuck	11	"A word that occurs during the repitition of the word ""Fuck"", usually when the person is enraged or disgruntled.The term ""Fack"" may also be said after the word ""Fickin"", ""Frackin"" or any other random, non-existent word that occurs when proclaiming disagreement or when engaged in debate."
5435223	Pertie	 pretty	5	A variation of the word pretty, meaning appearing or sounding pleasant.
5448055	Reunitation	 reunion	5	The cool way of saying Reunion.
5449772	betched	 bitched	6	"The bastardization of the word ""Bitched."""
5471821	zharit	 an	6	Zharit is another way to say an expensive alarm clock. This idea was made by Vartoosh Sabsyghorme. Only two people can afford this alarm clock. It accasionaly breaks because of its excellency. A common misconception is being a fatass and eating zharitarats kartoshka and kotlet. Psnyaaaaaaazh. Dipkok.
5481001	boa	 boy	22	an urban ebonic way of saying boy. Made popular in Kansas City, Missouri by the african american youth. Not boy as in gender, but a term used to 1. explain agreement on a paticular topic, or 2. the seriousness of the speaker
5504308	Abvi	 obviously	5	An abbreviation for the word obviously. Said by one with a first name starting with A such as Ari.
5529118	Halp	 help	5	A desperate way of saying help. Usually used in emergency situations where mispronunciation due to events occurs. Notorious for use in lolcat pictures.
5531025	Juut	 cunt	12	An affectionate & less abrasive term for the use of the word cunt.
5544033	Dealio	 deal	25	"1. A word that is used everyday most likely, but a word like no other. It is the douchey way of saying ""deal"" in an attempt to seem cool or superior to the other lesser mortals who say it normally. One of the more recent additions to acts of douchebaggery, however, people use it because they are not aware of the way they appear to the others in their company.2. The lyrics to the song by P!nk. ""what's the dealio?"""
5549187	Asiatico	 asian	8	Asian in Italian- a cooler/code way of saying asian.
5556340	Calzy	 d**khead	7	A goose. Just another word for d**khead, or someone stupid, or doing something gay.
5566507	crunchy	 saudy	10	To be mad, sad, or another word for saudy.
5586404	Thundergrass	 marijuana	3	Another word for marijuana, aka weed.
5602265	Like	 said	19	1. A button on facebook. 2. A word for having a crush. 3. Another way to say said. 4. Something some people say in between EVERYTHING.
5607117	guh	 girl	38	"1. most commonly used in the DMV area, referring to when someone/something is irritating you or annoying to you.2. most commonly used down south referring to a female. just a southern way of saying ""girl"" (gurl)"
5608856	septic	 epic	25	"An adjective denoting the categorical suckiness of anything considered; a direct antithesis and negative reaction to the popularization and ubiquity of the word ""epic"" which is normally applied to anything that is considered awe-inspiring, breath taking, illuminating, etc."
5633930	cummed	 cum	6	The past tense of the word cum which means to excrete a small amount of semen from the tip of the penis before ejaculation
5643247	couter	 vagina	7	Pussy; twat; another word for vagina that you can't get in trouble for saying
5650094	Zerk	 crazy	15	The futuristic form of the word crazy. Used to describe something that was beyond crazy or insane. A shortcut from the word Berserk but just Zerk for short.
5659937	Jyte	 cunt	22	Jyte or Jite pronounced like bite but with a J instead of a B. Jyte is the male version of the word cunt. A Jype is a ducebag-y kind of guy, similar to how girls can be huge bitches if they are cunts. A guy who is a Jyte can also be a really Bitchy guy.
5692224	Triangle	 perfect	5	A new way to say perfect since a triangle has 3 equal sides which excludes: Acute, obtuse, Scalene, and Isosceles Triangles. The term originated in Mount Juliet TN by a local rapper.
5693985	Neabs	 neighbor	4	shorter way of saying Neighbor.
5727034	momo	 moron	11	(noun) a playful insult; short for the word moron; closely related to the terms bafoon, blockhead, fool, idiot, jerk, and silly goose
5728613	Confuzzled	 confused	4	Another way to say confused, but much more awesome sounding. It can be said when you can't find any sense in something, or when you don't understand.
5736678	Retipid	 retarded	10	"A nicer and a more fun way of saying ""retarded"""
5738628	Moastest	 most	27	"A silly, ridiculous rendition of the word ""Most"", used to beat a friend in a competition to see who ""____"" the most (""___"" being the subject being argued.)"
5748310	stoof	 sex	3	another word for sex, or when you want to fuck.
5760324	Womders	 boobs	3	Another word for boobs, but with reasoning:Weapons Of Mass Destruction ...ersWomders!
5761594	naise	nice	4	"another word for ""nice"". Just slightly cooler."
5771805	Wizard	 cool	4	"Another word for ""cool"" or ""sweet""."
5780875	amoshing	 amazing	3	Another word for amazing, awesome, fantastic, etc.
5815901	Rusky	husky	24	"Russian P.O.W.s during WW2 were described as being ""rusky"" or ""rusked up"". It's another way of saying ""husky"". Anyone that knows a Russian can confirm this. It's a bi product of the Russian Physical Education curriculum."
5823113	Barshit	 bullshit	8	"Barshit can be a synonym for the word bullshit. If someone cuts you off while your driving, you say ""thats barshit""Barshit also tends to be followed by the word unherman.You can pronounce unherman with a silent H for a more effictive saying. So it would sound like unerman.Barshit and Unherman both originate from the Armitage household, which has been adopted by the Hurdons, and other families.Both words sound better when used in a Country/Hick accent."
5848663	Braiden	 legendary	5	"The other word for ""LEGENDARY"".This kid called Braiden (or EoPBraiden) is a sexy ass mother fucker."
5907161	mmmm	 yes	28	"1. Describes true feelings of satisfaction, interest and infatuation. 2. Another way of saying ""yes."" 3. Also, it can mean satisfaction, yes and pleasure all in one.Capitols are not excepted. It must be spelled ""mmmm"" and only ""mmmm."""
5912633	sarcasticness	 sarcasm	5	the proper way to say sarcasm
5922888	Karrot	 carrot	7	"The misspelled version of the word ""carrot."" Generally, an astute member of the group may try to use Karrot to cheat at the relatively popular party game, ""Scattegories."""
5945587	Dsnacks	 dip	3	Another word for dip or smokeless tobacco, used around adults or people who do not like you dipping.
5953353	guh	 girl	7	"a more ghetto way to say ""girl"""
5955992	Dwawg	 dog	6	A really black way to say dog, seen on Adventure Time.
5980312	durbunk	 drunk	3	another word for drunk
5982644	beour	 bear	12	occurs when people from cork, Ireland attempt to say the word bear.
6001091	brbcopter	 brb	5	the cool way of saying brb
6004404	Chizz	 shit	12	"A pseudo-profanity term that can take the place of the word ""shit"". This term has gained popularity because of its usage on television shows such as iCarly and Victorious."
6005850	Dooish	nigger	7	"DUH-ISH The equivalent of the word ""nigger"" for East Indian/Brown people. Considered very offensive.Used to describe people with turbans, brown skin, fuzzy puberty moustaches.Typically wear Nike clothes and Sport Check attire and eat curry 24/7.They typically hang out in groups at night time and bother white people."
6007696	Mofugs	 motherfucker	5	Slang term for the word motherfucker. Shortening both words.
6020031	Shmellommuh	 hello	4	A way to say hello or hi, usually when you want to be very unique or silly.
6037142	Jullage	 ownage	3	Another word for ownage
6103336	CD	 condom	4	Another way of saying Condom, particularly in the presence of others who you do not want to understand the implications.
6104203	Wizard	 awesome	3	Another word for awesome, cool, alright, superific, fantabulous, totally frickin' amazing or any other positive word you can think of :)
6110624	fustrated	 fustrated	64	"I come from an upper-class family (almost a hundred acres of sprawling countryside, a house the size of a small mansion, a half dozen vehicles, etc.). I am not as well-off as the rest of my family, but I know for a fact that ""f-u-s-t-r-a-t-e-d"" is the ""original"" spelling of the word ""fustrated"". You'r dictionary definition, which I found to be very insulting, has angered me to no end."
6151732	YSL	 gtfo	15	Acronym for: You Should LeaveMainly used in texting or IM situations.Nicer way of saying GTFO.
6156813	Muship	 worship	141	"Worship via music (MUsic + worSHIP).This origin of this word may be explained as follows...Worshipping Jesus Christ is vastly more than simply playing/singing songs with His name in them. Worship is a whole-life endeavor of seeking God in everything one does through an honest attempt to obey Him by continually loving Him, loving others, and seeking truth.Oftentimes Christians refer to going to ""worship"" when they actually mean to say that they're going to go sing songs with God's name in them. This use of the word ""worship"" implies that worship is only about music. This is far from the truth; however, worship can involve music. Thus, the word ""muship"" was formed in the hopes of circumventing the limitation ""worship"" to a musical setting."
6167179	juggalo	scrubs	14	a fan of ICP music it's a style of life another word for scrubs not a gang so if you think juggalo means gang banger then in that case people who call themselfs emo/rockers because they like emo music and hang out in a group of 3 or more people.
6189300	rag	 haggard	9	short for raggard which is another way of saying haggard. Having a gaunt, wasted, or exhausted appearance, due to prolonged suffering, physical exertion or anxiety, someone who is very worn out.
6214552	nucky	 buddy	4	Another way to say buddy, pal, homie etc.Invented by Don Scadeech (aka. Scadeech or Scadeechy) from Philly.
6221847	Smarticle	 someone	5	The dumb way of saying someone is intelligent.
6228845	Sauce	 bull-shit	5	The PG way of saying bull-shit.
6248694	newb	 noob	5	a gay way of saying noob
6259347	Meth	 methamphetamine	7	Meth, An Abbreviation for the word Methamphetamine, or Other terms include, Crystal Meth, Dope, Ice, Shake and Bake, Their are a few way to properly make these chemical highs, the Mexicans make in coolers, Yes like the cooler you store your soda pop in, another and more dangerous way to produce this chemical high, Is shake and bake, a cheap and completely dispicable way to produce this product, usually resulting in bad drugs, blown up homes, saddened families, people going to prison, the drug it's self, completely addictive unless the user really wants to let it go.
6311278	GUAOW	 wow	5	A GUATEMALANS WAY OF SAYING WOW
6317070	gilsruded	 screwed	3	Another word for screwed...This is when your fantasy football team has a fantastic regular season then manages to fall apart right before or during the fantasy playoffs. Can be because of injuries, bad match ups or under-performing players.
6331631	loomine	 book	13	"A new word I made up. It is another word for ""Book""."
6361665	Youge	 usual	9	"This is the abbreviated form of the word ""usual"", which no-one has ever been able to properly spell...including previous attempts on here! Rhyme it with the French word for red: ""rouge""."
6428261	Wenn	 hench	8	1. Attractive2. Strong3. Muscular/VascularAnother word for Hench
6436137	congradulations	 congratulations	7	"A common misspelling of the word ""congratulations"", mainly used by people with a third-grade education."
6482202	congradumalations	 congradulations	21	the combination of the word 'congradulations' and 'mal', the root word for 'bad'. It basically means congradulations for doing something bad. Used in sarcastic situations.
6486882	ffwc	 fuck	7	"Welsh phonetic spelling of the word ""Fuck"", first coined by UKH on the Rugby Rebels / Now Rugby forum. Similar to the Irish use of the word ""feck"".Verb: vulgar.1. Have sexual intercourse with (someone).2. Visit considerable violence (upon someone).Noun: vulgar. An act of sexual intercourse."
6560774	Crapito	 crap	4	Mexican way of saying crap
6615206	Ossum	 awesome	10	See awesome for the definition.North American pronounciation of the word awesome, following the texting style of spelling words as they sound.
6639714	fack	 fuck	15	"A mis-spelling of the word ""frack"" - a euphemism for the word ""fuck"" coined by the creators of the original / classic ""Battlestar Galactica"" TV series to curse on-air and bypass the censors at the same time."
6674272	foop	 shart	43	"When one senses the arrival of a fart, allowing it a safe exit route through the bowels, but the fart is really poop disguised as a fart, resulting in shat pants.Foop is a more widely accepted alternative to the word shart, a word made famous by the movie ""Babysitter,"" starring actor Jonah Hill."
6674385	Slam	 dump	9	"noun: 1. another form of the word ""dump"" when it comes to using the bathroom, but more intense. You would most likely hear this from a cool guy who just walked away from an exploding orphanage.2. one of the key words mentioned in possibly one of the worst written songs of all time. (""Wannabe"" by ""Spice Girls"")"
6714257	Fiddy	 fifty	7	"""Fiddy"" is another word for fifty. The word is normally applied when speaking of Swag Points. When one does something involving any kind of swag the audience decides how many swag points he will recieve. The highest swag points one is able to recieve by the audience is Fiddy. Swag points are given based on how one dresses or acts. Swag points can only be given to people in a specific phrase. The phrase goes like this: :""(number of swag points) Ay yo ma nig, da swag right der be worth(number of swag points)"" When one receives a score of Fiddy he is a true Swagger."
6725462	Creep-o	 creep	6	"A cooler way of saying ""creep."" A creep-o is someone who does something weird or something out of the ordinary."
6744560	Cocknoggin	dickhead	6	"The classy way of saying ""dickhead""."
6747453	Roy	 king	4	An other word for king. A bad ass. Everybody wants to be him or his place.This name have power and gives person named roy ,the winning-attitude. Also cocky,but nobody is perfect.
6747503	duhfur	duh	5	"A way of saying ""duh"" while sounding like you're knowledgeable about world events."
6750461	robit	 robot	15	"Alternative to the word ""robot"".Representation of the pronunciation for the word ""robot"" used by Dr. John Zoidberg on Futurama and Rod Serling on The Twilight Zone."
6773064	SWAG	 cool	173	the word SWAG is just a newer word for cool which was made famous by rapper soulja boy although some people say it means differennt things secretly we are gay something we all got something we asains got soulja with all gold etc as of lately theres roomers secretly we are gay is the official meaning mostly by people who dont have it cause the word is often spelled with 2 g's which would cancel out those meanigs so with it S.W.A.G.G iSay it has no meaning its just another word for cool many people say the word is over used and old but it is still used swagg went from a word to a movement so now its it's owne music genre with artists such as soulja boy tyler the creator lil b asap rocky etc yu may hear the word swagg used often by rappers like 2chainz lil wayne t.i. and you will hear it by teenagers or young adults but as of recent words like steeze meaning cool and sushi which is like raw used by rappers from ocean gang and other artists but those words have not came in just yet and soulja boy has used the word many times in the song P.A.P.E.Rbut back to swagg this post was to say people who say swagg dont be scared to say it cause people who have no style say it means your gay it means what ever you make it as far as tight jeans or loose shirts every1 has they're own swagg never let anybody change you or what you say never make decisions cause other people do what you believe in and stay true to yourself
6785445	kicked	 drunk	4	Another way of saying drunk, or wasted
6808065	Julian	 pussy	3	Another word for pussy.
6812371	Cock	 rooster	3	Another word for Rooster.
6813439	Bootydancing	grinding	3	Another word for grinding or also known as being buttfucked on the dance floor.
6922589	Gumingle	 gum	20	Gumingle is what you can say as another word for gum or also known as Essence's name for ghetto gum.
6924457	Rememberize	 remember	7	Rememberize is a version of the word remember, that is frequently used when getting high with friends.
6935204	Gherd	 god	5	The derpy way of saying god.
7039050	quest-quest	 question	10	An informal conversational device used in place of the word question.
7088512	Pidgeydoo	beautiful	3	Another word for beautiful.
7106100	Thun	 ecstasy	3	Another word for ecstasy
7121959	Breeks	 trousers	30	Another word for trousers. A Scottish term, I think, though it's possible you could hear it elsewhere in Britain. It's basically another word for trousers etc.
7155361	competetive	 competitive	6	"An idiots way of saying ""competitive""."
7180469	heshtag	 hashtag	6	The incorrect spelling of the word hashtag by stupid people who don't know what hashtags are used for.
7291530	Journie	 lesbian	24	Some mexican women who immigrates where ever she can she has downs and has an obsession with cats and journie is another word for lesbian
7332142	Bussom	 bosom	6	"A misspelling of the word ""bosom"". Common in the Midwest USA, this modern misspelling is generally only used by illiterate oafs or the occasional inbred moron."
7358166	Ragtish	 bullshitderives	3	Another word for bullshitDerives from the native bull named the Rag in Southern Argentina.Tish is another word for shit in latin.Popular in Central England, commonly used by members of the 2 2's gang based in Wolverhampton.
7363894	Confuzzled	 confused	7	A cute or funny way of saying confused. Usually used in texting or casual conversation.
7424542	Gimp	 loser	24	"A ""gimp"" is most commonly used as an insult in the United Kingdom. Practically a more offensive way of saying ""loser""."
7456232	Costingtons	costco	6	A hoity toity way of saying Costco.
7471172	pud	 pretty	4	Shortened way of saying pretty good.
7474141	Religion	 christianity	14	"Grossly misunderstood by atheist idiots who think ""religion"" is another word for Christianity. Religion can't be a ""lie"" when it exists and is a concept and part of society."
7498774	Pappy	 poo	3	Another word for poo and other words which mean the same. E.g. Shit, Crap, Feces.
7633609	faebook	 facebook	9	"Faebook is simply the ghetto way to say ""Facebook."""
7767898	Ture	 true	8	A cooler, much swaggier way to say true.
7811445	nehmind	 nevermind	5	A lazy way of saying nevermind by singaporeans
7864458	Brimbo	 brilliant	6	"Abbreviated slang for the word ""brilliant""Similar to other Australian abbreviated colloquialisms, such as;1. ""chrimbo"", an abbreviated version of ""Christmas"" 2. ""sambo"", an abbreviated version of ""sandwich"""
7871716	hexxic	 heck	4	Another way of saying heck.
7898756	Nal	 butt-sex	3	Another word for butt-sex
7931313	yepperdedooda	 yea	7	THE BEST AND ONLY WAY TO SAY YEA.
7938341	antagestic	 enthusiastic	3	Another word for enthusiastic.
