defid,word,definition
1900292,Obiv,"A more possitive alternative to Obvi. Though it has the same meaning (Obviously), Obiv has much better flow and rolls off the tongue easier. Obiv is often looked at as the mispelling of ""Obvi"" on Instant Messenger, but it is so much more. If you choose to say ""Obvi"" instead of ""Obiv"" you should be shunned by society."
12134601,obituversary,In celebration of a fallen enemy about one year or more ago
4108400,Obitutainment,The resulting news coverage after the death of a celebrity.
5468699,obseeded,When you are so obsessed with something it has planted a seed in your brain. This typically happens when something is so cool or new that you want to replicate the coolness/newness of the object/idea too much.Can also be used in a mocking tone.
7774076,obsessable,Someone who is so fanfreakingtastic that it causes you to not be able to resist the temptation to become obsessive.
3189530,obsessable,(adj.) obsession-worthy
6685380,Observeering,Driving erratically from the result of looking around too much.
228624,OBQ,one beer queer
6361933,OBQ,"Oh, Be Quiet !"
8421976,Obituary,Obituary is a pioneering American death metal band from Florida that has left a huge impact on death metal. The band features arguably the best death metal screamer of all time: John Tardy.
307935,obituary,"a final summation of our lives that, for most, occupies less than an inch of space in what will shortly become cage liner for the neighbor's parakeet."
4117848,Obituaries,"1. A list of the dead, or a register of anniversary days when service is performed for the dead."
914525,Obituary,Oh damn.... We lost Yasser Arafat and Old Dirty Bastard in the same week??
330776,obsessed,Can't stop thinking about.
4406429,Obsessed,"When some guy/girl likes some guy/girl so much all they think of is that person, they even dream about them. And they even admit that they do that."
3219579,obsessed,1. Loving to the point of maybe even stalking. 2. Thinking only about one thing.
4135245,Obsessed,Is just a word the lazy use to describe the Dedicated.
4982946,Obsessed,A 2009 single by Mariah Carey expressing her disgust for American rapper/drug advocate Eminem.
11049714,Obsessed,"Obsessed is a word often used abusively by women to label men, simply for having a crush on her. She deceives herself in thinking that he can't let go after being rejected because she knows that she can't take rejection well."
1150378,Obsessed,"A person that owns Halo and beats in 5 hours. then beats it again...and again....and again. Then goes to school and brags to his friends, but no one cares."
5475995,obsessbian,"Combination of words ""obsessed"" and ""lesbian."" A girl who claims to be straight, but is obsessed with other girls. An obsessbian will usually pick out a couple of victims and make those girls the center of their obsessianism."
9572428,obsess,to fill the mind of (someone) continually.
2084414,Observise,To see; to make an observation.
1888730,Obsesmanator,"A Man Obsesd with a Female, tap her phones ans car"
6251113,Observious,"When you realize something that you never had before, that upon realizing it you see that it should have been completely obvious to you all along"
901378,Observsive,to be currently be observing
1969641,observitude,"Justification due to tradition, religious doctrine, or political affiliation. When logic and reason are negated by tradition."
1455563,observinance,1. Slang term to describe an individuals peripheral vision; 2. Used to describe ones ability to observe; 3. Ones ability to see.
1878239,obsesity,Roses are red. Sugar is sweet. It's not a disease--you're fat 'cause you eat.
2996357,observist,A person who holds the belief or the doctrine of observing while retaining their distance from the observation.
2962453,observevasion,Observing ones surroundings to the point or near the point of self exclusion. Often combined with a compulsion to write down or verbally narate observations and/or interpretations.
621577,Observer,One of the stupidest users of this system.
270646,observer,obsession in altruism
5622829,Observer,"To look at a subject through multiple personalities, often with the result of contradicting one's self."
7061247,Observer-In-Chief,"An additional derogatory title given to Barrack Hussein Obama, the 44th President of the United States of America, by his detractors. The title alludes to his lack of leadership and tendencies to ""lead from behind."" It is intended as a parody on the term ""Commander-In-Chief."""
7131632,Observebate,"Seeing something that is so amazingly awesome that you cannot take your eyes away from it, but is not sexual in any sense."
5359932,observeillance,"the combination of the two words ""observe"" and ""surveillance"""
12337493,observe,To sit back and pay attention
654399,observer01,"a person who likes to observe homosexual acts. Is inherently gay and can never change. Has no intelligence. Possesses the same value to mankind as a piece of poop, or a fictional character like pokemon."
3569374,Observatory,It is an ajective that describes someone who notices little details in every day life.
2684300,observate,to observe a person place or thing.
5413051,observatism,noun : An act or instance of viewing or noting a fact or occurrence of stupidity that will need to be revisited and discussed at a later time.
524807,observative,"To watch carefully especially with attention to details or behavior; pobserve, observant, observative"
6961696,observative,"A word mistaken used by people, where they actually mean observant."
7479447,observationate,"Akin to the verb observe, yet carried out in greater depth."
8403123,observatize,the initiating act of observing
6226159,Observational,"A word that should be a real word, meaning having much observation."
1969825,Observasive,The act of presenting personal observation as fact to further a cause.
4065468,observatarian,someone with an acute sense of the obvious.
10912513,ObservantPillow,A person who is super cool canadan
5774304,observationalist,"An observationalist is a person who makes a statement based on real-world assessments (observational comment) about specific people, places, and events happening around them. Observations are unlike racist or stereotype comments that are generalized statements about a group of people.Antonyms: racism, stereotypes.Remember kids, it's cool to be an observationalist. However, tossing around stereotypes or racist comments is never cool. Know the difference!"
1899924,observant,An individual that percieves details that are most times left unonticed.
6037165,Observancyness,The brilliant insight one grows into.
12104202,observatant,To be observative while under intoxification.
12104196,Observatant,The condition of being observative while under intoxification.
6248290,observafiable,Any type of fact that can be verified by merely observing.
3370017,Observatorying,"Verb: To go observatorying Defined as ""the hobby or act of going to observatories on monday nights with intentions of observing the stars, after indulging in a quarter of a chocolate chip cookie from starbucks, and before doing any homework. Most often done on College campuses"
1164310,observacious,the state of being inclined to observe; having the ability to observe well on a consistent basis - a more general form of observant
6129212,obserb,a combination of the words observe and absorb
4772727,Observancy,"Noticing certain, extremely specific *things about a person or object other people normaly wouldn't. *too vague, must be changed--see stalking"
11525847,observability,"In control theory, observability is a measure for how well internal states of a system can be inferred by knowledge of its external outputs. The observability and controllability of a system are mathematical duals. Unfortunately no-one in Product Marketing knows that because they drink too much, thus observability is a method of expressing how much hard liquor is consumed by your marketing team, as evidenced by the presence of robust sales, or or lack thereof."
8291781,obsergy,to work against
10939053,obsequioid,"Obsequioid - formed from the merger of obsequious and hemorrhoid to describe a follower who is always too close, almost like a shadow."
3661646,obserd,Repetitive and unproductive behavior or actions. see: abserd
631091,obsequey,the art of death
4472283,obsequently,"Reaction(s) that happen both in a quite apparent fashion, simultaneously or possibly in sequence, but because of directly, or made possible by the fact that both related actions are rooted reactions of the same initial action, yet directly influence the outcome of 'one or another/each other.'"
3375001,Obserbation,"To watch oneself masturbate or to watch another do so, sometimes both."
3690119,obserbation,"The kind of masturbatory or self-tickling non-questions one hears, more often than not, at academic panel discussions, disclaimed before or after by some form of the phrase ""not really a question, I guess."""
8084045,Obserbation,Masturbation while observing something sensual without whomever is being ovserved knowning that they are in fact being observed.
4445619,Obserbation,"An unintentional (see: typo) portmanteau of ""observation"" and ""masturbation"".The act of pleasuring oneself while performing voyeuristic activities."
1137782,obsequious,"To use excess flattery. aka: kissing ass, aka: brown nosing"
8113267,Obsequious,"another way of saying the person is really polite and flattering, but when they look you in the eyes after they move their lips, you both know that underneath it all there is no sincerity."
1868032,obsequious,To subject to or be put under for some form of servitude. Also used ignorantly as a uniform all purpose adjective.
11683581,obsequious,To be so afraid of offending a megalomaniac president that you compete with fellow cabinet members to kiss the most ass.
3663528,obsequious,"of or relating to ""salad"" synonyms: kinky, sexy, salad, cool, mangina... etc."
5363450,obseneties,"A string of swear words put together in one statement. This is done, preferably, without pausing or breathing."
7656659,obselfed,To be obsessed with one's self.
6240252,Obselfless,Being obsessed with being selfless to the point of not allowing time for yourself or your family.
7372258,obsequence,a series of obsequies.
3458376,obsecting,accepting
11223604,obse,"This name is used in Ethiopia it means this person is sweet, love, kinda, ruthless and patient. #smart #patient"
5947559,obscuviate,"To intentionally avoid doing your work by doing work-like activities which are more fun, usually taking place on Friday afternoons; may (unintentionally) irritate work colleagues."
1340606,obscute,refers to a female with enormous boobs and a scrawny little hindside
5830176,obscuse,obscuse - an excuse that is so obtuse
2616608,Obseard,"(Obb-Sir-d)--Absurd, only spelled as it sounds"
11536334,obscurium,Hardcore pornography fettish involving participants in marmite then licking each other's nipples
2456893,obscurity,a z-list celebrity. someone who's only claim to fame is having appeared on a reality tv show or other no-brain entertainment.
1134637,obscuritiness,backgrouns; obscure the plural form of obscure
6825766,Obscuristics,The field of study & research which elaborates on obscurantism related subjects.
6394235,obscurist,A person who likes unknown music but is not as pretentious as a hipster.
8843091,obscurism,"The practice of peppering daily life with obscure references (forgotten films, dead TV stars, unpopular book, defunct countries, etc.) as a subliminal means of showcasing one's education and one's wish to disassociate from the world of mass culture."
6825796,Obscurics,"Much like the closely related ""Obscuristics"", obscurics delves into the fascination with obscure elements irrespective of form. Obscurics is the meticulous practice and application of the delicate principles established by ""Obscuristics""."
4338339,Obscuristan,"A shadowy, warlike, unknowable place somewhere in the middle-east that harbors militant ethnic gangs hell bent on the destruction of American Values."
939935,Obscuroque,Obscuroque. He is a nice person. Nice. Very nice. I like having radiator-related fluffy-sex with him. Yes.
2574359,Obscuritan,–noun 1. a person having infinite knowledge of arcane pop culture knowledge and background. –adjective 2. of or characteristic of an obscuritan.
12210741,obscureghost,sickly pale living dead goth girL; a mystery; robert smith's daughter
2348527,obscurd,"ob·scurd uh b-skyoord adjective Somewhere in between obscure and absurd... 1. (of meaning) not clear or plain and utterly or obviously senseless, vague, uncertain, illogical, or untrue; contrary to all reason or common sense; laughably foolish or false: an obscurd explanation. 2. weird, not clear to the understanding; hard to perceive: obscure motivations. 3. (of language, style, a speaker, etc.) not expressing the meaning clearly or plainly, which is meaningless."
8305162,obscurant,"One who willfully hides information, especially to prevent others from attaining knowledge or wisdom; also, tending to obscure, pertaining to the act of obscuring."
2429858,obscurascenity,"a rare and little-used epithet, expletive, or other ejaculatory utterance. Employed so that all those in earshot will not know what is being said. conflation of obscure(ity) and obscene(ity)."
5845358,Obscura,"A German Technical death metal band consisting of:Steffen Kummerer - Guitar/vocals Christian Muenzer - Guitar Jeroen Paul Thesseling - Bass Guitar Hannes Grossmann - DrumsThey have released three albums; Retribution, Cosmogenesis and most recently Omnivium.WARNING: Premature exposure to this level of metal may result in; a melted face, radiation poisoning, insanity or deafness"
6181246,obscurantism,The religion of hipsters.
5226544,obscessantly,"Obscenely, incessantly obsessive."
2338306,Obscure,"1. Hard to understand: Difficult to understand because of not being fully or clearly expressed. 2. Indistinct: Not able to be seen or heard distinctly. 3. Unimportant or unknown: not important or well-known. 4. Known to few people: Unknown to most people, e.g. because of being hidden or remote. 5. Dim: dark, shadowy, or clouded."
5169402,obscrewed,a word Andon made up.
5626207,Obscure,A commonly used word in the dictionary of the Hipster. Used to define something that 'you wouldn't understand' or 'probably never heard of'.
2075211,obscure,Not mainstream; weird. Trying to be different; a rebel.
12538126,obscruse,Obtusely obscure
5339504,Obscenities,The acts of being Obscene.
12358490,Obscenile,"ADJECTIVE Used to describe an elderly person who acts in a socially/sexually inappropriate way.RELATED TERMS Old Perv, Dirty Old Man, Dirty Old Bastard"
1749081,obscese,"An act or object that combines the properties of obscenity and obesity, thus creating something both fat and disgusting."
7254208,obscenicon,"Like an emoticon, but for profane words. A small graphic to be used in IM's, texts, and emails. The obscenicon for ""shit"" is a steaming pile of poop. The obscenicon for ""fuck you"" is a hand with a raised middle finger. You get the idea."
3559604,Obscenery,"A description of the area around one that may contain things that are obscene; which could include things that are ridiculous, offensive, lewd, or a combination of any of these. Objects spotted in nature that obviously look like something that could be construed as sexual or perverted in any way."
5159064,Obscenaphilia,Sexual arousal from the use/and or creation of profane language.
1370897,Obsassed,A person that is totally obsessed with asses.
2845099,obsassed,Constantly pondering how to grip some of the nicest ass around.
2626412,obscene,"Out of the realm of what is considered normal - almost to the extreme. Can be used to express an excessive amount of another word - both adjective, verb and noun. Obscene awesomeness. Obscene waterskiing. Obscene hairdo. Expression as to whether this is a good thing or bad thing is taken in the context."
2111959,obscene,"1. Extreme in some matter, as in color, size, etc. 2. offensive, outrageous, or wild in a fun or amusing way 3. vulgar, disgusting, or unappealing"
1040864,obscene,"1. Offensive to my standards of decency or modesty. 2. A gross misstatement; dogmatic opinion: ""Keanu Reeves is the greatest actor of our time."" 3. Repulsive; disgusting and lewd. 4. Grossly overpriced."
2906384,obscene,"This is the legal definition of obscene in the USA: 1) The average person, applying contemporary community standards would find that the work, taken as a whole, appeals to the prurient interest (sexual desires) AND 2) The work depicts or describes, in a patently offensive way, sexual conduct specifically defined by the applicable state law AND 3) The work, taken as a whole, lacks serious literary, artistic, political, or scientific value ALL THREE criteria must be met in order to be obscene. Also note that something that is obscene in one place may not be considered obscene somewhere else. This test is called the Miller test."
5990207,Obscene,"Traveling more than 1,900 miles to go shopping for clothing.Cursing regularlyDrinking Coka-ColaEating Mc Donalds ( even the chicken )Talking with your handsBeing paleCrooked FingersMissing a stationary clay pigeon from 20 feet"
1405806,obscene,"the opposite of scene, you are independent (indie) and hope those scene and retarded emo bitches die"
1036954,obscene,1. Offensive to my standards of decency or modesty. 2. Repulsive; disgusting and lewd. 3. A gross misstatement; dogmatic opinion: “Keanu Reeves is the greatest actor of our time” 4. Grossly overpriced.
2130311,obscane,"adj. pronounced; ""aub-sane"" alt.; obscanity, obscanities A conjunction of the words obscene and insane, used predominatly by my ""inner circle"" to describe situations and events that are simply too outrageous and/or ridiculous to be described by any existing word in Webster's Dictionary. It is a word reserved ONLY for extrenuating circumstance."
3094790,Obscane,"Insanely obscene, or obscenely insane."
3681802,obsanitize,"To clean up obscene language for public consumption, i.e., when talking to your grandmother."
1884926,Obsanities,"Foul language uttered by an insane person, especially when to no one real person in particular."
837885,obsanity,"combonation of obscene and insanity, used to describe something rediclous"
3196216,Obsanity,"A word that steph made up, and claims is a legit word. Although the closest word is Obscenity. ""Plural"" of Obscene. Although is a mix of Obscene and Insanity."
11703396,Obsactly,"A combination of the word exactly and obviously. Increasingly coming to use starting in 2015. When an answer is obvious (obviously) and correct (exactly), this word can be used."
3698459,Obruni,Ghanain term for a person from outside of Africa. Usually refering to white's but sometimes black tourists as well.
4469492,obsa,very funny adorable young men. lovable.perfect match with an exotic girl. someone with a name that starts with an S.
8013731,Obsane,Sticking up for comic book's when people call them gay.
1903827,Obsane,"The combination of something being obscene and insane at the same time. Obscene can represant the amount of money spent. ""That's an obscene amount of money spent for the building of that hotel"" Insane can represant someone not of sound mind. ""Hillary hit Josh in the kneecap, that's so insane."""
4030355,Obsane,obviously insane about something.crazy about an object.
2233149,obs,"Short for Obviously. 1 : in an obvious manner <showed his anger obviously> 2 : as is plainly evident <obviously, something is wrong>"
4780331,OBS,"A medical abbreviation meaning ""overactive balls syndrome"". Symptoms are random surges of anger, frequent screaming, and the urge to kill someone. Generally occurs in someone's teen years."
3183580,OBS,"OBS is also known as Oriental Boy Soldiers. OBoys a gang affiliated group consist of mostly Asian-Americans. The majority of OBS is Cambodians. They mainly reside in East Side of San Diego. With that at hand they represent as the formally known gang, ""Crips."" They are mostly seen wearing all blue with a blue rag/bandanna. Members of this gang can be aged up to 10 - 50 from younger heads to older heads. They do not fear anyone.. Back in 1992 OBS and TEC (Tiny Eastside Criminals; another Asian-American gang) had a rival affair in which was fought over a female. Even today the war between them is still not over. Throughout the years many OBS were killed and many TEC were killed with guns and other sort of killing materials."
2223570,obs,"Short for observers. In WarCraft III-The Frozen Throne LAN games, the game host usually make referees or observers to observe the game. Observers can chat to fellow observers and to the players unless otherwise squelched by players/observers/referee."
2885468,OBS,"Stands for Optimal Breast Size. OBS is the point at which the female chest is near perfect in dimensions; they are neither too small or too large, as Goldy Locks would put it, they're juuust right."
1045510,obs.,Oriental Boy Soldiers 619 area gang
2688814,O.B.S.,"The OBS aka. One Blood Squad A grafitti from Molde, Norway. They are Anti-Rasicm & Anti-Police brutality... Fuck"
11310313,obruche,Big headed troublesome gehhhh
4130039,Obroxious,"When Obnoxiousness meets Rock music. Generally, such music is produced by talentless nobodies in a mediocre attempt to live something of a hollow half-life of a failed musician.Often, sub-rapist musician types will resort to Obroxious music writing in attempt to lure unsuspecting girls into their web of talentless pap. Thankfully, however, most girls have enough musical sense to not fall foul to the trap.Other characteristics of producers of Obroxious music include: working a shitty job in delusion that it's ""just until the music kicks off"", sitting at home alone crying into microwave dinners for one, and spending your free time flyering for your free show at some dive nobody goes to."
7775680,Obro,"Or best reasonable offer, almost the same thing as ' Obo' but the 'R' is so dumb asses don't waste your time!"
12279969,Obringleosa,The best goddamn ship to exist in a middle school
5306177,Obrigatory,which has the power or the legal force to compel;involving obligation;that is not optional;clear;indispensable;
1743975,Obrigado,Portuguese for Thank you. (male)Portuguese
6746847,obrielle,"a cute lil baby from montana and her eyes will melt your heart, she cries and poops her diaper but will make you smile and laugh all the time so it totally worth it!, she has the best father ever and is spoiled usually, her father will come after you with a gun if you try and date her"
5923367,Obrenda,Most fabulous mother ever. Hotter then a MILF.
798490,obremski,To harshly criticize any other movie than Ghostbusters.
5081209,ObRef,"On Usenet, abbreviation for obvious reference or obligatory reference. Sometimes also obscure reference."
11451891,obree,"A great guy who cares so much about friends and family , and is always there when you need him."
7019190,obroni,"Obroni is the Ashanti (or more specifically, the Twi language) word for a white person, but sometimes used to refer to foreigners in general. The word is often used by Ghanaians in the diaspora, when speaking amongst themselves, as a ""code"" word for ""white man"".Despite the (relatively) widespread and casual use of the word, its origins are not entirely benign. The word ""obroni"" derives from the word ""Abro fuo"", which means trickster, ""one who frustrates"" or ""one who cannot be trusted"".It is possible that the word arose during initial contact between the Ashanti and Europeans. Coincidentally, the word for ""white person"" used by the Ga (another tribe in Ghana), is Blofonyo (or Blofo) for short. This word in the Ga language, similarly derives from ""Ablo fo nyo"", which again means ""one who frustrates"", or a trickster in the Ga language."
5920819,Obroni,A term used in Ghana for travellers or foreigners. Most commonly used to describe white people.
9667524,Obrey,An extremely talented small organism. They are a rare breed of humourous persons who love nothing more screaming at the top of their beastly lungs.
9667518,Obrey,Thosee who possess an abnormally small genital reigion and have 3 brain cells.
12581115,obrazlozi,"Having to explain something in an oral, anal, organic or any unmentioned sexual method."
228375,obraxis,"A good caring guy, who also has a talent for 3d and animation."
1381308,obrecht,"Moving through something with a careless attitude, being carefree"
4192163,Obrak,Obrak is kobra spelled backwards.
6815217,Obramney,"The presidential candidate for the November 6, 2012 election. Does not matter who you vote for, they both lie and will not be able to get the economy going again despite continued squandering of money we don't have. I still won't have health coverage."
3963678,Obradovich,"Directly translated it means ""Joyson"" or ""Son of Joy""; it has also been a word to describe cultivation. Also a Serbian plebe."
7738504,Obregon,The Warrior of the irish
10655881,OBR,"1) OBR or ""Often Bad Rip"" is used to name the lackluster skills of an indoor soccer team 2) A futbol club that talks a lot of junk but cannot play in accordance to their claims on the field"
6331451,OBR,One brow raised-because there isn't an emoticon to show your asking a question in a sarcastic way while texting.
3789987,obran,"a large, widespreed, incaving anal cavity."
3804532,Obran,"The King of Shadows, or leader(s) of darkness"
1366501,obsolesced,A word used by assholes who want to sound intelligent.
5196447,Obsoledge,Obsolete knowledge.Portmanteau of 'obsolete' + 'knowledge'.Coined by Alvin and Heidi Toffler in 'Revolutionary Wealth'.
8973523,Obsolelitist,"Someone who holds old things in higher esteem than old things, essentially a hipster."
259790,OBSOLAGNIUM,"the dwindling of the ol' ""urge to merge"" with old age; a decrease in one's sexual appetite in old age."
1958792,obsolation,1. The nature of becoming obsolete. 2. The sound a duck makes when you beat it with a baseball bat.
10577355,obsn,Old But Still Nice
684922,Obsolete,"Outdated, useless."
11841025,Obsolete,What you classify yourself as when you fade away.
191707,obsolete,A time-released function on all technology (especially PCs) that activates itself right after you buy the device.
1053015,obsolete,"""We want to sell you a new one."""
636076,obsolete,1. Your computer for work 2. Caused by Windows
569738,obsolete,one of the greatest albums of all time by one of the greatest bands.
11325210,obsob,A guy who enjoys sexual pleasure in his hairy a-hole. Likes any type of anal pleasure but prefers a butternut squash shoved in there vigorously. An obsob also tends to have a stretched dick hole due to attempted dick fingering.
5895742,OBSO1337,The legendary hacker who made kids rage in the game All Points Bulletin.
978487,obso1337,Internet Slang - adjective - an object which is old or obsolete but which is still cool; an object which is obsolete but is in actuality much cooler than the object which has replaced it.
5049901,OBQY,"Abbreviation for ""Oh be quiet you!."""
4061242,Obso-word,"Words in Urban Dictionary that will never see conversation, words made up out of boredom.Words like hostage lunch, rabbit choker, vylicious and Obso-word, will simply never be used in any conversation.As with most Urban Dictionary words, it is made from two words: Obsolete + Word."
5364030,obskew,messes it up.
212080,obsiquiblah,1) someone who uses too many long words 2) A word which is too long and cannot be understood or pronouncced properly
5058748,Obsily,"The way Jake Johnson says obviously. Yeah, he's pretty cool."
834301,obsitwangular,the precise feeling of being dipped in boiling hot marmite
5189086,obsissive,"Etymology: combination contraction of obsessive and sissyAdj., Tending to engage in unwelcome posting, replying, and borderline stalking on various internet forums, in a cowardly and repetitive manner intended to circumvent attempts by others to avoid that behavior, suggesting a psychological inability to control personal behavior.N., one who engages in a cowardly style of needy, repetitive harassment driven by a juvenile need for attention, usually involving the use of many aliases intended to avoid the killfiles of decent people."
7781592,obsile,"Slutty, but in a nice, polite kind of way to where ""slutty"" just doesn't fit for this type of person."
11394569,Obsignity,"The state of obsessed with someone's dignity but referring to your infatuation in a peculiar fashion, crush."
5231307,Obsie,"A word that is used to replace any part of speech (particularly verbs, nouns, and adjectives). Can be used in many ways. It can be used once in a single sentence, or multiple times, or even as every single word in the entire sentence.."
12458179,obsiee,The bestest person you'll ever meet. Nice shy funny whatever you can think of. Someone who's fun to have around. Someone who will stick around all the time.
12032607,ObsidianTOG,A person that thinks he knows everything but is actually a complete asshole
11987009,obsidiot,"Those who are amongst the ranks of Fallout fans who believe New Vegas is the be all-end all of the series, and will venomously, and maniacally defend their stance with the ferocity of Chricj Crocker defending Britney Spears while screaming into a webcam. These neckbeard adorned cock goblins are also known for screaming ""drones "" before launching into a badly spelled rant that you have to struggle up understand."
5437222,obsigoberous,stubbornly defiant
5303382,Obsidia,Every word in a language made up by someone... probably an incest loving girl.
4150365,Obsidious,"obsidious adjective. rare. from Latin obsidium siege, from obsidere: see OBSESS, -IOUS. Besieging; besetting, siege like, besiege, unrelenting, attempt to overpower, an extensive period of misery."
6706722,Obsidian,"In the realm of hard rock and heavy metal music, to be Obsidian, a band must straddle the line between rock and metal, while having psychedelic, occult, & doom elements."
1045186,Obsidian,"Black, hard, heavy, unnatural almost-metallic material. Something much similar to hardened lava."
2916661,obsidian,"cool or something remotely different, extreme awsomeness. different. Dark."
382884,Obsidian,"Dark Warrior, main character of the Soul Chronicles. Copyrighted."
8530288,obsf,Old but sure fuckable
2579087,obsfucation,"To totally obscure with non-germane information in a verbose manner, with the intent to provide a non-answer, and provide total befuddlement."
4005416,obshangled,an oblong all tangled
5018426,obsexting,obsessive sexting or 'sex texting.' typically done by couples who are obsessed with dirty talk.
4005406,Obshangled,an oblong all tangled.(adjtive)(or whatever it is).
915739,obsidan,"A state in which one self is complety random and doesnt stay static, but is dynamic www.obsidan.com"
6802630,obsexxed,The act of being obsessed with someone in a particularly amorous manner.
5900431,Obsexxed,A person who is obsessed with sex. Usually a horny teenager who thinks/talks about it all the time but can include famous politicians and athletes who get caught for their obsexxion.
7806579,Obsgobber,A person who eats very loudly.Derived from Obstreperous meaning loud and difficult to control and Gob referring to the mouth.
7756546,obsext,Obsessed with sex
3043518,obsexsion,a word to describe someone's over obsession with sex
5417669,obsexion,something that you find so intriguing that you almost wish you could have sex with it.
10508319,obsexing,The act of having subconscious sex with someone you obsess over. Dreams of a sexual nature concerning one you obsess over.
4491399,obsetsying,obsessing on Etsy.com
2038740,obsethed,Being obsessed with the character Seth Cohen on The OC
301904,obsetious,To state to the obvious
7142625,Obsesties,"The state of wishing you were best friends (""besties"") with a celebrity who will most likely never notice you. Those who become ""obsesties"" with someone famous (e.g. an actor/actress, singer, YouTuber, musician, comedian, etc.) will likely tweet regularly at said famous person in hopes of getting retweeted. They also probably write articles about them and/or Fan Fiction. One evolves from ""obsesties"" to ""besties"" once noticed by their famous person of interest in any way, shape, or form."
3912168,Obsested,Obsessed with testicles.
4240346,Obsex,"Coming from the word obsess, obsex is when someone is fully consumed with the thought of having sex with a particular person. Obsessed with sex is obsexed."
1353512,obsexed,The concept of being obsessed with sex
5407197,Obsexed,being obsessed with the idea of sex with another person.
4815021,Obsexed,To be so obsessed with sex that EVERYTHING is sexual.
2621159,Obsexed,"Obsessed with sex in speech, thought, action or theme."
7731318,Obsexed,To be obsessed ( sexually ) with someone or something.
3156126,Obsessory,to be obsessed with an accessory.
5567550,obsessivism,religion regarding obsession
5746885,obsessticle,Someone obsessed with another person to the point of stalkerish behavior. They are very much a douche that keeps hanging on. Kinda like balls.
6182147,obsessticles,"extremely obsessed, infatuated, or intrigued;used in place of the word ""obsessed"";should be used if one is overly excited about something to the point that ""obsessed"" doesn't describe how they feel"
3222562,Obsessiveship,"When a boyfriend/girlfriend requires that every single moment of their pathetic lives be spent with their emotionally abusive significant other; via telephone, internet, msn, text messaging, webcam, or in person while holding a gun to the other's head threatening to kill them if they even break eyesight."
3053681,obsessive,To have a place for everything and everything in it's place
3999021,Obsessionist,"A person who is overly-obsessed/addicted to one thing, and then leave it behind in favor of being into something else, and then continuing the cycle of jumping from one thing to the other."
6834877,Obsessy,A more casual version of Obsessed.
4959720,Obsessong,A song that one is currently obsessed with.
12691804,obsessination,"Obsession, usually by conspiracy theorists, with the John F. Kennedy assassination"
4181920,Obsessioner,"An obsessioner is a person who obsesses over things, particularly Harry Potter related things."
5907473,Obsession-To-Detail,"The extreme form of ""attention-to-detail"" that often plagues graphic designers; ultimately preventing them from finishing their creative projects in a timely manner. Perfectionists in many professions may claim they suffer from this syndrome as well.Symptoms of O.T.D. Syndrome:- Repeated Ctrl ""Z"" commands after every modification you make to your project- Staring blankly at your half finished project after smashing Ctrl ""Z"" for the last half hour- The inability to complete a small project in less than 24 hours (i.e. banners, buttons, image corrections etc.)- The urge to ""start over from scratch"" more than once on a large project"
3929248,Obsessinate,A combination of the words Obsessed and Assasinate. Best used to describe somebody who is so in love that they cannot stand the idea of anybody else getting close to the object of their desire. They can become so consumed with jealousy that they often fantasize about killing said persons.
3331210,obsessicane,(n) a state of mind that inspires behavior designed to drive everyone else around you crazy by obsessing about a weather pattern that may or may not affect your life in the next four weeks.
2200949,obsession,"An almost insane desire, longing, or burning lust for someone or something. You feel like without that thing or person, you are not complete and can't cope, or- in extreme circumstances- live, unless you have the object you desire."
4710864,obsession,"ob⋅ses⋅sion  /əbˈsɛʃən/ Show Spelled Pronunciation uhb-sesh-uhn–noun 1. the domination of one's thoughts or feelings by a persistent idea, image, desire, etc."
407792,obsession,Something that you think about or do all of the time over and over.
1987294,obsession,A word used by the lazy to describe the dedicated
1346553,Obsession,"In 'love' terms, Obsession is when you are trying to control someone that you think you are in love with. You get them or try to get them, to do what you want them to do. If you break up with them you get all angry and want to destroy their lives and hurt them (inside). This is true obsession. Thinking about someone loads is NOT Obsession."
4290507,Obsession,To love in a fanatical wayTo lack the ability to leave a person aloneAn 'animal' that never quits the hunt
203464,Obsession,something that you can't stop doing because you are officially addicted with it.
2776316,obsessical,"(ob-sess-i-cul) To be obsessed with male, or male-ish genitalia; ""boy-crazy""; or slightly stalkerish toward men."
11370012,Obsessible,When something is worth obsessing over
3738256,obsessenation,A cross between obsession and fascination
3543124,obsessedward,when you are obsessed with edward cullen from twilight like every other girl in the world!
4089605,Obittering,"The act of using social networking sites to spread the news of a celebrity death, whether it's true or not."
6636930,Obsessedformation,"When someone blogs or gives out information on celebrities whereabouts, love lives, likes and dislikes most of the time wording it as if they knew them. Some of them are harmless and maybe even met said celebrity once or twice. But some are stalkers posing as fans. Really crazy people with obsessedformationitis; they can't stop finding out info on the celebrity or celebrities to dish out, as if they live vicariously through it. They even go after the so called stalker fans because of their interest in said celebrities. As if they are any different from said stalker.They blog or write as if they have fact, but in all reality they piece a puzzle for the most part together from instant notifications and newsclips they've gotten from the internet, or maybe if they are lucky from someone close to said celebrity. Then they go ahead and fill in the blanks.Obessesedformation, is replacing information in today's world and that my friends should be called out. What happened to reality and facts? Oh yeah!! Obsessedformation!!"
